file_a,file_b,cochange_count,jaccard
pallets/order-book/src/lib.rs,runtime/src/lib.rs,3,0.060000
pallets/vested-rewards/src/lib.rs,runtime/src/lib.rs,3,0.055556
runtime/src/impls.rs,runtime/src/lib.rs,3,0.062500
pallets/xor-fee/src/benchmarking.rs,pallets/xor-fee/src/lib.rs,4,0.363636
pallets/xor-fee/src/benchmarking.rs,pallets/xor-fee/src/tests.rs,2,0.400000
pallets/xor-fee/src/benchmarking.rs,pallets/xor-fee/src/weights.rs,4,0.444444
pallets/xor-fee/src/lib.rs,pallets/xor-fee/src/tests.rs,2,0.166667
pallets/xor-fee/src/lib.rs,pallets/xor-fee/src/weights.rs,4,0.250000
pallets/xor-fee/src/tests.rs,pallets/xor-fee/src/weights.rs,2,0.200000
common/src/fixed.rs,common/src/fixed_wrapper_u256.rs,2,1.000000
common/src/fixed.rs,common/src/lib.rs,2,1.000000
common/src/fixed.rs,pallets/pool-xyk/src/lib.rs,2,0.400000
common/src/fixed.rs,pallets/pool-xyk/src/math.rs,2,1.000000
common/src/fixed.rs,pallets/pool-xyk/src/mock.rs,2,0.333333
common/src/fixed_wrapper_u256.rs,common/src/lib.rs,2,1.000000
common/src/fixed_wrapper_u256.rs,pallets/pool-xyk/src/lib.rs,2,0.400000
common/src/fixed_wrapper_u256.rs,pallets/pool-xyk/src/math.rs,2,1.000000
common/src/fixed_wrapper_u256.rs,pallets/pool-xyk/src/mock.rs,2,0.333333
common/src/lib.rs,pallets/pool-xyk/src/lib.rs,2,0.400000
common/src/lib.rs,pallets/pool-xyk/src/math.rs,2,1.000000
common/src/lib.rs,pallets/pool-xyk/src/mock.rs,2,0.333333
pallets/liquidity-proxy/src/mock.rs,pallets/multicollateral-bonding-curve-pool/src/mock.rs,5,0.714286
pallets/liquidity-proxy/src/mock.rs,pallets/pool-xyk/src/mock.rs,5,0.714286
pallets/multicollateral-bonding-curve-pool/src/lib.rs,pallets/multicollateral-bonding-curve-pool/src/mock.rs,2,0.250000
pallets/multicollateral-bonding-curve-pool/src/lib.rs,pallets/multicollateral-bonding-curve-pool/src/tests.rs,3,0.750000
pallets/multicollateral-bonding-curve-pool/src/mock.rs,pallets/multicollateral-bonding-curve-pool/src/tests.rs,2,0.285714
pallets/multicollateral-bonding-curve-pool/src/mock.rs,pallets/pool-xyk/src/mock.rs,5,0.714286
pallets/pool-xyk/src/lib.rs,pallets/pool-xyk/src/math.rs,2,0.400000
pallets/pool-xyk/src/lib.rs,pallets/pool-xyk/src/mock.rs,2,0.222222
pallets/pool-xyk/src/math.rs,pallets/pool-xyk/src/mock.rs,2,0.333333
node/chain_spec/src/lib.rs,pallets/presto/src/crop_receipt.rs,2,0.117647
node/chain_spec/src/lib.rs,pallets/presto/src/mock.rs,2,0.142857
node/chain_spec/src/lib.rs,pallets/presto/src/test.rs,2,0.111111
pallets/presto/src/benchmarking.rs,pallets/presto/src/crop_receipt.rs,4,0.500000
pallets/presto/src/benchmarking.rs,pallets/presto/src/mock.rs,2,0.285714
pallets/presto/src/benchmarking.rs,pallets/presto/src/test.rs,3,0.300000
pallets/presto/src/crop_receipt.rs,pallets/presto/src/mock.rs,4,0.444444
pallets/presto/src/crop_receipt.rs,pallets/presto/src/test.rs,7,0.700000
pallets/presto/src/crop_receipt.rs,runtime/src/lib.rs,4,0.076923
pallets/presto/src/mock.rs,pallets/presto/src/test.rs,5,0.555556
pallets/presto/src/mock.rs,runtime/src/lib.rs,5,0.104167
pallets/presto/src/test.rs,runtime/src/lib.rs,5,0.096154
pallets/apollo-platform/src/lib.rs,pallets/apollo-platform/src/tests.rs,2,0.666667
pallets/apollo-platform/src/weights.rs,pallets/assets/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/band/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/ceres-governance-platform/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/ceres-launchpad/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/ceres-liquidity-locker/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/ceres-staking/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/ceres-token-locker/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/demeter-farming-platform/src/weights.rs,6,0.750000
pallets/apollo-platform/src/weights.rs,pallets/dex-api/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/extended-assets/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/farming/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/faucet/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/hermes-governance-platform/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/iroha-migration/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/kensetsu/src/weights.rs,6,0.750000
pallets/apollo-platform/src/weights.rs,pallets/liquidity-proxy/src/weights.rs,6,0.750000
pallets/apollo-platform/src/weights.rs,pallets/multicollateral-bonding-curve-pool/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/oracle-proxy/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/order-book/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/pool-xyk/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/price-tools/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/referrals/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/rewards/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/soratopia/src/weights.rs,2,0.285714
pallets/apollo-platform/src/weights.rs,pallets/trading-pair/src/weights.rs,6,0.857143
pallets/apollo-platform/src/weights.rs,pallets/vested-rewards/src/weights.rs,6,0.600000
pallets/apollo-platform/src/weights.rs,pallets/xor-fee/src/weights.rs,6,0.600000
pallets/apollo-platform/src/weights.rs,pallets/xst/src/weights.rs,6,0.857143
pallets/assets/src/weights.rs,pallets/band/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/ceres-governance-platform/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/ceres-launchpad/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/ceres-liquidity-locker/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/ceres-staking/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/ceres-token-locker/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/demeter-farming-platform/src/weights.rs,6,0.857143
pallets/assets/src/weights.rs,pallets/dex-api/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/extended-assets/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/farming/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/faucet/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/hermes-governance-platform/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/iroha-migration/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/kensetsu/src/weights.rs,6,0.857143
pallets/assets/src/weights.rs,pallets/liquidity-proxy/src/weights.rs,6,0.857143
pallets/assets/src/weights.rs,pallets/multicollateral-bonding-curve-pool/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/oracle-proxy/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/order-book/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/pool-xyk/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/price-tools/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/referrals/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/rewards/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/soratopia/src/weights.rs,2,0.333333
pallets/assets/src/weights.rs,pallets/trading-pair/src/weights.rs,6,1.000000
pallets/assets/src/weights.rs,pallets/vested-rewards/src/weights.rs,6,0.666667
pallets/assets/src/weights.rs,pallets/xor-fee/src/weights.rs,6,0.666667
pallets/assets/src/weights.rs,pallets/xst/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/ceres-governance-platform/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/ceres-launchpad/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/ceres-liquidity-locker/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/ceres-staking/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/ceres-token-locker/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/demeter-farming-platform/src/weights.rs,6,0.857143
pallets/band/src/weights.rs,pallets/dex-api/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/extended-assets/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/farming/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/faucet/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/hermes-governance-platform/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/iroha-migration/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/kensetsu/src/weights.rs,6,0.857143
pallets/band/src/weights.rs,pallets/liquidity-proxy/src/weights.rs,6,0.857143
pallets/band/src/weights.rs,pallets/multicollateral-bonding-curve-pool/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/oracle-proxy/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/order-book/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/pool-xyk/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/price-tools/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/referrals/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/rewards/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/soratopia/src/weights.rs,2,0.333333
pallets/band/src/weights.rs,pallets/trading-pair/src/weights.rs,6,1.000000
pallets/band/src/weights.rs,pallets/vested-rewards/src/weights.rs,6,0.666667
pallets/band/src/weights.rs,pallets/xor-fee/src/weights.rs,6,0.666667
pallets/band/src/weights.rs,pallets/xst/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/ceres-launchpad/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/ceres-liquidity-locker/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/ceres-staking/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/ceres-token-locker/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/demeter-farming-platform/src/weights.rs,6,0.857143
pallets/ceres-governance-platform/src/weights.rs,pallets/dex-api/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/extended-assets/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/farming/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/faucet/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/hermes-governance-platform/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/iroha-migration/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/kensetsu/src/weights.rs,6,0.857143
pallets/ceres-governance-platform/src/weights.rs,pallets/liquidity-proxy/src/weights.rs,6,0.857143
pallets/ceres-governance-platform/src/weights.rs,pallets/multicollateral-bonding-curve-pool/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/oracle-proxy/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/order-book/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/pool-xyk/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/price-tools/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/referrals/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/rewards/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/soratopia/src/weights.rs,2,0.333333
pallets/ceres-governance-platform/src/weights.rs,pallets/trading-pair/src/weights.rs,6,1.000000
pallets/ceres-governance-platform/src/weights.rs,pallets/vested-rewards/src/weights.rs,6,0.666667
pallets/ceres-governance-platform/src/weights.rs,pallets/xor-fee/src/weights.rs,6,0.666667
pallets/ceres-governance-platform/src/weights.rs,pallets/xst/src/weights.rs,6,1.000000
pallets/ceres-launchpad/src/weights.rs,pallets/ceres-liquidity-locker/src/weights.rs,6,1.000000
pallets/ceres-launchpad/src/weights.rs,pallets/ceres-staking/src/weights.rs,6,1.000000
pallets/ceres-launchpad/src/weights.rs,pallets/ceres-token-locker/src/weights.rs,6,1.000000
pallets/ceres-launchpad/src/weights.rs,pallets/demeter-farming-platform/src/weights.rs,6,0.857143
pallets/ceres-launchpad/src/weights.rs,pallets/dex-api/src/weights.rs,6,1.000000
pallets/ceres-launchpad/src/weights.rs,pallets/extended-assets/src/weights.rs,6,1.000000
pallets/ceres-launchpad/src/weights.rs,pallets/farming/src/weights.rs,6,1.000000
pallets/ceres-launchpad/src/weights.rs,pallets/faucet/src/weights.rs,6,1.000000
pallets/ceres-launchpad/src/weights.rs,pallets/hermes-governance-platform/src/weights.rs,6,1.000000
pallets/ceres-launchpad/src/weights.rs,pallets/iroha-migration/src/weights.rs,6,1.000000
pallets/ceres-launchpad/src/weights.rs,pallets/kensetsu/src/weights.rs,6,0.857143
pallets/ceres-launchpad/src/weights.rs,pallets/liquidity-proxy/src/weights.rs,6,0.857143
pallets/ceres-launchpad/src/weights.rs,pallets/multicollateral-bonding-curve-pool/src/weights.rs,6,1.000000
pallets/ceres-launchpad/src/weights.rs,pallets/oracle-proxy/src/weights.rs,6,1.000000
pallets/ceres-launchpad/src/weights.rs,pallets/order-book/src/weights.rs,6,1.000000
pallets/ceres-launchpad/src/weights.rs,pallets/pool-xyk/src/weights.rs,6,1.000000
pallets/ceres-launchpad/src/weights.rs,pallets/price-tools/src/weights.rs,6,1.000000
pallets/ceres-launchpad/src/weights.rs,pallets/referrals/src/weights.rs,6,1.000000
pallets/ceres-launchpad/src/weights.rs,pallets/rewards/src/weights.rs,6,1.000000
pallets/ceres-launchpad/src/weights.rs,pallets/soratopia/src/weights.rs,2,0.333333
pallets/ceres-launchpad/src/weights.rs,pallets/trading-pair/src/weights.rs,6,1.000000
pallets/ceres-launchpad/src/weights.rs,pallets/vested-rewards/src/weights.rs,6,0.666667
pallets/ceres-launchpad/src/weights.rs,pallets/xor-fee/src/weights.rs,6,0.666667
pallets/ceres-launchpad/src/weights.rs,pallets/xst/src/weights.rs,6,1.000000
pallets/ceres-liquidity-locker/src/weights.rs,pallets/ceres-staking/src/weights.rs,6,1.000000
pallets/ceres-liquidity-locker/src/weights.rs,pallets/ceres-token-locker/src/weights.rs,6,1.000000
pallets/ceres-liquidity-locker/src/weights.rs,pallets/demeter-farming-platform/src/weights.rs,6,0.857143
pallets/ceres-liquidity-locker/src/weights.rs,pallets/dex-api/src/weights.rs,6,1.000000
pallets/ceres-liquidity-locker/src/weights.rs,pallets/extended-assets/src/weights.rs,6,1.000000
pallets/ceres-liquidity-locker/src/weights.rs,pallets/farming/src/weights.rs,6,1.000000
pallets/ceres-liquidity-locker/src/weights.rs,pallets/faucet/src/weights.rs,6,1.000000
pallets/ceres-liquidity-locker/src/weights.rs,pallets/hermes-governance-platform/src/weights.rs,6,1.000000
pallets/ceres-liquidity-locker/src/weights.rs,pallets/iroha-migration/src/weights.rs,6,1.000000
pallets/ceres-liquidity-locker/src/weights.rs,pallets/kensetsu/src/weights.rs,6,0.857143
pallets/ceres-liquidity-locker/src/weights.rs,pallets/liquidity-proxy/src/weights.rs,6,0.857143
pallets/ceres-liquidity-locker/src/weights.rs,pallets/multicollateral-bonding-curve-pool/src/weights.rs,6,1.000000
pallets/ceres-liquidity-locker/src/weights.rs,pallets/oracle-proxy/src/weights.rs,6,1.000000
pallets/ceres-liquidity-locker/src/weights.rs,pallets/order-book/src/weights.rs,6,1.000000
pallets/ceres-liquidity-locker/src/weights.rs,pallets/pool-xyk/src/weights.rs,6,1.000000
pallets/ceres-liquidity-locker/src/weights.rs,pallets/price-tools/src/weights.rs,6,1.000000
pallets/ceres-liquidity-locker/src/weights.rs,pallets/referrals/src/weights.rs,6,1.000000
pallets/ceres-liquidity-locker/src/weights.rs,pallets/rewards/src/weights.rs,6,1.000000
pallets/ceres-liquidity-locker/src/weights.rs,pallets/soratopia/src/weights.rs,2,0.333333
pallets/ceres-liquidity-locker/src/weights.rs,pallets/trading-pair/src/weights.rs,6,1.000000
pallets/ceres-liquidity-locker/src/weights.rs,pallets/vested-rewards/src/weights.rs,6,0.666667
pallets/ceres-liquidity-locker/src/weights.rs,pallets/xor-fee/src/weights.rs,6,0.666667
pallets/ceres-liquidity-locker/src/weights.rs,pallets/xst/src/weights.rs,6,1.000000
pallets/ceres-staking/src/weights.rs,pallets/ceres-token-locker/src/weights.rs,6,1.000000
pallets/ceres-staking/src/weights.rs,pallets/demeter-farming-platform/src/weights.rs,6,0.857143
pallets/ceres-staking/src/weights.rs,pallets/dex-api/src/weights.rs,6,1.000000
pallets/ceres-staking/src/weights.rs,pallets/extended-assets/src/weights.rs,6,1.000000
pallets/ceres-staking/src/weights.rs,pallets/farming/src/weights.rs,6,1.000000
pallets/ceres-staking/src/weights.rs,pallets/faucet/src/weights.rs,6,1.000000
pallets/ceres-staking/src/weights.rs,pallets/hermes-governance-platform/src/weights.rs,6,1.000000
pallets/ceres-staking/src/weights.rs,pallets/iroha-migration/src/weights.rs,6,1.000000
pallets/ceres-staking/src/weights.rs,pallets/kensetsu/src/weights.rs,6,0.857143
pallets/ceres-staking/src/weights.rs,pallets/liquidity-proxy/src/weights.rs,6,0.857143
pallets/ceres-staking/src/weights.rs,pallets/multicollateral-bonding-curve-pool/src/weights.rs,6,1.000000
pallets/ceres-staking/src/weights.rs,pallets/oracle-proxy/src/weights.rs,6,1.000000
pallets/ceres-staking/src/weights.rs,pallets/order-book/src/weights.rs,6,1.000000
pallets/ceres-staking/src/weights.rs,pallets/pool-xyk/src/weights.rs,6,1.000000
pallets/ceres-staking/src/weights.rs,pallets/price-tools/src/weights.rs,6,1.000000
pallets/ceres-staking/src/weights.rs,pallets/referrals/src/weights.rs,6,1.000000
pallets/ceres-staking/src/weights.rs,pallets/rewards/src/weights.rs,6,1.000000
pallets/ceres-staking/src/weights.rs,pallets/soratopia/src/weights.rs,2,0.333333
pallets/ceres-staking/src/weights.rs,pallets/trading-pair/src/weights.rs,6,1.000000
pallets/ceres-staking/src/weights.rs,pallets/vested-rewards/src/weights.rs,6,0.666667
pallets/ceres-staking/src/weights.rs,pallets/xor-fee/src/weights.rs,6,0.666667
pallets/ceres-staking/src/weights.rs,pallets/xst/src/weights.rs,6,1.000000
pallets/ceres-token-locker/src/weights.rs,pallets/demeter-farming-platform/src/weights.rs,6,0.857143
pallets/ceres-token-locker/src/weights.rs,pallets/dex-api/src/weights.rs,6,1.000000
pallets/ceres-token-locker/src/weights.rs,pallets/extended-assets/src/weights.rs,6,1.000000
pallets/ceres-token-locker/src/weights.rs,pallets/farming/src/weights.rs,6,1.000000
pallets/ceres-token-locker/src/weights.rs,pallets/faucet/src/weights.rs,6,1.000000
pallets/ceres-token-locker/src/weights.rs,pallets/hermes-governance-platform/src/weights.rs,6,1.000000
pallets/ceres-token-locker/src/weights.rs,pallets/iroha-migration/src/weights.rs,6,1.000000
pallets/ceres-token-locker/src/weights.rs,pallets/kensetsu/src/weights.rs,6,0.857143
pallets/ceres-token-locker/src/weights.rs,pallets/liquidity-proxy/src/weights.rs,6,0.857143
pallets/ceres-token-locker/src/weights.rs,pallets/multicollateral-bonding-curve-pool/src/weights.rs,6,1.000000
pallets/ceres-token-locker/src/weights.rs,pallets/oracle-proxy/src/weights.rs,6,1.000000
pallets/ceres-token-locker/src/weights.rs,pallets/order-book/src/weights.rs,6,1.000000
pallets/ceres-token-locker/src/weights.rs,pallets/pool-xyk/src/weights.rs,6,1.000000
pallets/ceres-token-locker/src/weights.rs,pallets/price-tools/src/weights.rs,6,1.000000
pallets/ceres-token-locker/src/weights.rs,pallets/referrals/src/weights.rs,6,1.000000
pallets/ceres-token-locker/src/weights.rs,pallets/rewards/src/weights.rs,6,1.000000
pallets/ceres-token-locker/src/weights.rs,pallets/soratopia/src/weights.rs,2,0.333333
pallets/ceres-token-locker/src/weights.rs,pallets/trading-pair/src/weights.rs,6,1.000000
pallets/ceres-token-locker/src/weights.rs,pallets/vested-rewards/src/weights.rs,6,0.666667
pallets/ceres-token-locker/src/weights.rs,pallets/xor-fee/src/weights.rs,6,0.666667
pallets/ceres-token-locker/src/weights.rs,pallets/xst/src/weights.rs,6,1.000000
pallets/demeter-farming-platform/src/weights.rs,pallets/dex-api/src/weights.rs,6,0.857143
pallets/demeter-farming-platform/src/weights.rs,pallets/extended-assets/src/weights.rs,6,0.857143
pallets/demeter-farming-platform/src/weights.rs,pallets/farming/src/weights.rs,6,0.857143
pallets/demeter-farming-platform/src/weights.rs,pallets/faucet/src/weights.rs,6,0.857143
pallets/demeter-farming-platform/src/weights.rs,pallets/hermes-governance-platform/src/weights.rs,6,0.857143
pallets/demeter-farming-platform/src/weights.rs,pallets/iroha-migration/src/weights.rs,6,0.857143
pallets/demeter-farming-platform/src/weights.rs,pallets/kensetsu/src/weights.rs,6,0.750000
pallets/demeter-farming-platform/src/weights.rs,pallets/liquidity-proxy/src/weights.rs,6,0.750000
pallets/demeter-farming-platform/src/weights.rs,pallets/multicollateral-bonding-curve-pool/src/weights.rs,6,0.857143
pallets/demeter-farming-platform/src/weights.rs,pallets/oracle-proxy/src/weights.rs,6,0.857143
pallets/demeter-farming-platform/src/weights.rs,pallets/order-book/src/weights.rs,6,0.857143
pallets/demeter-farming-platform/src/weights.rs,pallets/pool-xyk/src/weights.rs,6,0.857143
pallets/demeter-farming-platform/src/weights.rs,pallets/price-tools/src/weights.rs,6,0.857143
pallets/demeter-farming-platform/src/weights.rs,pallets/referrals/src/weights.rs,6,0.857143
pallets/demeter-farming-platform/src/weights.rs,pallets/rewards/src/weights.rs,6,0.857143
pallets/demeter-farming-platform/src/weights.rs,pallets/soratopia/src/weights.rs,2,0.285714
pallets/demeter-farming-platform/src/weights.rs,pallets/trading-pair/src/weights.rs,6,0.857143
pallets/demeter-farming-platform/src/weights.rs,pallets/vested-rewards/src/weights.rs,6,0.600000
pallets/demeter-farming-platform/src/weights.rs,pallets/xor-fee/src/weights.rs,6,0.600000
pallets/demeter-farming-platform/src/weights.rs,pallets/xst/src/weights.rs,6,0.857143
pallets/dex-api/src/weights.rs,pallets/extended-assets/src/weights.rs,6,1.000000
pallets/dex-api/src/weights.rs,pallets/farming/src/weights.rs,6,1.000000
pallets/dex-api/src/weights.rs,pallets/faucet/src/weights.rs,6,1.000000
pallets/dex-api/src/weights.rs,pallets/hermes-governance-platform/src/weights.rs,6,1.000000
pallets/dex-api/src/weights.rs,pallets/iroha-migration/src/weights.rs,6,1.000000
pallets/dex-api/src/weights.rs,pallets/kensetsu/src/weights.rs,6,0.857143
pallets/dex-api/src/weights.rs,pallets/liquidity-proxy/src/weights.rs,6,0.857143
pallets/dex-api/src/weights.rs,pallets/multicollateral-bonding-curve-pool/src/weights.rs,6,1.000000
pallets/dex-api/src/weights.rs,pallets/oracle-proxy/src/weights.rs,6,1.000000
pallets/dex-api/src/weights.rs,pallets/order-book/src/weights.rs,6,1.000000
pallets/dex-api/src/weights.rs,pallets/pool-xyk/src/weights.rs,6,1.000000
pallets/dex-api/src/weights.rs,pallets/price-tools/src/weights.rs,6,1.000000
pallets/dex-api/src/weights.rs,pallets/referrals/src/weights.rs,6,1.000000
pallets/dex-api/src/weights.rs,pallets/rewards/src/weights.rs,6,1.000000
pallets/dex-api/src/weights.rs,pallets/soratopia/src/weights.rs,2,0.333333
pallets/dex-api/src/weights.rs,pallets/trading-pair/src/weights.rs,6,1.000000
pallets/dex-api/src/weights.rs,pallets/vested-rewards/src/weights.rs,6,0.666667
pallets/dex-api/src/weights.rs,pallets/xor-fee/src/weights.rs,6,0.666667
pallets/dex-api/src/weights.rs,pallets/xst/src/weights.rs,6,1.000000
pallets/extended-assets/src/weights.rs,pallets/farming/src/weights.rs,6,1.000000
pallets/extended-assets/src/weights.rs,pallets/faucet/src/weights.rs,6,1.000000
pallets/extended-assets/src/weights.rs,pallets/hermes-governance-platform/src/weights.rs,6,1.000000
pallets/extended-assets/src/weights.rs,pallets/iroha-migration/src/weights.rs,6,1.000000
pallets/extended-assets/src/weights.rs,pallets/kensetsu/src/weights.rs,6,0.857143
pallets/extended-assets/src/weights.rs,pallets/liquidity-proxy/src/weights.rs,6,0.857143
