"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity"
"0x27c14d060dc14887657bbb61f59ed7dee34135ea239ec4422b79d29d26c29428","12208874","1618014182","2021-04-10 00:23:02","0x01962144d41415cca072900fe87bbe2992a99f10","0xad00b28f526335386e7532495feb7b4d5195e081","2.21994721391554"
"0xe6ffd6c788dce22f252ee85d72f6df556dd20fdd92bf4a7a90c50ceea8cf2315","12208883","1618014260","2021-04-10 00:24:20","0x84306c0de5639a84f654b3472d6b23022301c23a","0x140ee86ce605e0748a8942f8542bdcdfc3705877","14"
"0x9334f5706daa778b9a9e365e1893fdb396b03dec78078a7234d93d3990f36360","12208893","1618014418","2021-04-10 00:26:58","0x01962144d41415cca072900fe87bbe2992a99f10","0x74de5d4fcbf63e00296fd95d33236b9794016631","0.377759735713952"
"0x9334f5706daa778b9a9e365e1893fdb396b03dec78078a7234d93d3990f36360","12208893","1618014418","2021-04-10 00:26:58","0x74de5d4fcbf63e00296fd95d33236b9794016631","0xa74bc32059de24543c8a8848831564cc3520084e","0.377759735713952"
"0x73568f016e23df7bb5f53187f4b814cf04a9ac5ab235b18a5d7bf29c8d438a79","12208912","1618014635","2021-04-10 00:30:35","0x01962144d41415cca072900fe87bbe2992a99f10","0xba6038d80f7ad9ca276d3a20cd0b87e07ead0f15","1"
"0x32ae44ade2d08f3325da775a524aac23413ddf57f73ba2e81f1b394a27f90e34","12208924","1618014784","2021-04-10 00:33:04","0x140ee86ce605e0748a8942f8542bdcdfc3705877","0x74de5d4fcbf63e00296fd95d33236b9794016631","14.1"
"0x32ae44ade2d08f3325da775a524aac23413ddf57f73ba2e81f1b394a27f90e34","12208924","1618014784","2021-04-10 00:33:04","0x74de5d4fcbf63e00296fd95d33236b9794016631","0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb","0.123375"
"0x32ae44ade2d08f3325da775a524aac23413ddf57f73ba2e81f1b394a27f90e34","12208924","1618014784","2021-04-10 00:33:04","0x74de5d4fcbf63e00296fd95d33236b9794016631","0x01962144d41415cca072900fe87bbe2992a99f10","13.976625"
"0xa7c581d8f5eb67eccd46fbe263600912759255f873cf930e6e19523e1fe44c08","12208931","1618014923","2021-04-10 00:35:23","0x01962144d41415cca072900fe87bbe2992a99f10","0xda05d01bdbac32567561bb72d40e19bf4e80efe6","0.978017352119373"
"0xcb4e9ab8ec479f7cfdc3557dde9415ffbce180a79c1a81779335d5af1575b2d6","12208938","1618014957","2021-04-10 00:35:57","0x51f10f1a4e168ba2c6de5c76dd38c3172aecaece","0x01962144d41415cca072900fe87bbe2992a99f10","10"
"0x81b495705b33743bb423bbf96734962bc21d1341b162576fa805e2fe7413012e","12208956","1618015238","2021-04-10 00:40:38","0x01962144d41415cca072900fe87bbe2992a99f10","0x73c19e0a7b96e07389f818def315ea042aee7155","1.00918412413169"
"0xcc7a0014f829b644c59d1d736389e016546eeaa66e61c8b98c47b7c50db0f514","12208969","1618015359","2021-04-10 00:42:39","0x01962144d41415cca072900fe87bbe2992a99f10","0x42324b204e0d2e9b97b7926df644166ce4a919ee","0.616782009918754"
"0xb1bc7e9e4c142f77ef26586fd78f205fc8eedf30251137b4f34ff3065efb0550","12208978","1618015480","2021-04-10 00:44:40","0xd2c543ea1ca1f599559f62723af4544960475d4d","0x01962144d41415cca072900fe87bbe2992a99f10","1.91030029150324"
"0xd7f9dee2b32eb3ab4207964e84e007dbfee508b2041e037314be206af29e0934","12208987","1618015603","2021-04-10 00:46:43","0x42324b204e0d2e9b97b7926df644166ce4a919ee","0xc432b738b296aa30efdd0ec09697b7f89e3aaaa6","0.616782009918754"
"0x7e46f2901e6eda7a8087d5a4c40339bf94ba1f6ca11b0c87cfd50a4b4a48f2f1","12208995","1618015671","2021-04-10 00:47:51","0x01962144d41415cca072900fe87bbe2992a99f10","0x74de5d4fcbf63e00296fd95d33236b9794016631","1.2229593355285"
"0x7e46f2901e6eda7a8087d5a4c40339bf94ba1f6ca11b0c87cfd50a4b4a48f2f1","12208995","1618015671","2021-04-10 00:47:51","0x74de5d4fcbf63e00296fd95d33236b9794016631","0x6508267d56650a4eae9b2a45388be8759c324e66","1.2229593355285"
"0x4331146d81f2640fa7cfd1e1a6c358ad75924448d16a040527a15aa06722608a","12208997","1618015704","2021-04-10 00:48:24","0xb90d8c0c2ace705fad8ad7e447dcf3e858c20448","0xfc02ad63b59c199957575ecd3e07a08e516b4236","2.4704976046855"
"0x1c507177952be9b00ab80b3007dd7b2dee81b71b1a0f91a37c82837e185e3d42","12209021","1618016068","2021-04-10 00:54:28","0x01962144d41415cca072900fe87bbe2992a99f10","0xd13b79e69ce9b791a59ec8e6760e6dac643c2926","0.752235"
"0x9a3d1e77365c79e59854bc638a8c88b0b4a1f7867820c01ad244e04098c19e41","12209089","1618016726","2021-04-10 01:05:26","0x5baaf86e6aa20931398b934013677bcd681d8ea9","0x01962144d41415cca072900fe87bbe2992a99f10","0.102711332950538"
"0x3a0e675a0e687f863f3d4e14a0ff4bf1b94624a821714c7ed1aa78ed8d9f4808","12209102","1618016900","2021-04-10 01:08:20","0x160284462c197f71422d36605fdbfbc504bd34c7","0xa31f57e47e17472d989f1ee12234bd8c57e5b7b9","26.3278399767875"
"0x226b8a8968d6b5a63983560cf69d65a98ee75c5b0a26a1f90293337f3d457b55","12209118","1618017040","2021-04-10 01:10:40","0x18ee2d9d86bb1aefe68b296b9a8c6611c88afb59","0x01962144d41415cca072900fe87bbe2992a99f10","15.764262111012"
"0xd06d52b8e771a30519f42e32225df63c1f969c13f1efcd4827f6f10c2c11b618","12209135","1618017306","2021-04-10 01:15:06","0xeb1cffe624c0757f958c52b3523618394c2206a5","0x01962144d41415cca072900fe87bbe2992a99f10","11"
"0x996c5a21ff15f3d1c7205418b5d1d1dd150a6346107bf099cd014ff69a407d30","12209142","1618017407","2021-04-10 01:16:47","0x01962144d41415cca072900fe87bbe2992a99f10","0x545bf6e6fa6dadb6c818a732029b7b90bd93e666","6.1903038387952"
"0xdcfb800b3b3c6aab8c065ff148574ed83fcf1d712e43dc022fdcae26f91b7892","12209156","1618017587","2021-04-10 01:19:47","0x545bf6e6fa6dadb6c818a732029b7b90bd93e666","0x01962144d41415cca072900fe87bbe2992a99f10","2.67392516266064"
"0x2164a301bb428969b971cc3f71bf8becbc3b705abf2b4418be6e7c2aed26f50b","12209241","1618018806","2021-04-10 01:40:06","0x01962144d41415cca072900fe87bbe2992a99f10","0x4e354175442a52e72e841f775f3992d7f6507e20","0.755809511650008"
"0x71d806170bcb426b229e5cae490eb0baecb584cd9e329ed7856c0abcd92f34fb","12209293","1618019541","2021-04-10 01:52:21","0x09e695bb54323054c2251a0cfc155f44a048c116","0x74de5d4fcbf63e00296fd95d33236b9794016631","1"
"0x71d806170bcb426b229e5cae490eb0baecb584cd9e329ed7856c0abcd92f34fb","12209293","1618019541","2021-04-10 01:52:21","0x74de5d4fcbf63e00296fd95d33236b9794016631","0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb","0.00875"
"0x71d806170bcb426b229e5cae490eb0baecb584cd9e329ed7856c0abcd92f34fb","12209293","1618019541","2021-04-10 01:52:21","0x74de5d4fcbf63e00296fd95d33236b9794016631","0x01962144d41415cca072900fe87bbe2992a99f10","0.99125"
"0x881c0fc36f385e1701c79852549278c606c3f96af8f99c6901e2d0f387257b14","12209295","1618019567","2021-04-10 01:52:47","0x01962144d41415cca072900fe87bbe2992a99f10","0x74de5d4fcbf63e00296fd95d33236b9794016631","3.45973712229165"
"0x881c0fc36f385e1701c79852549278c606c3f96af8f99c6901e2d0f387257b14","12209295","1618019567","2021-04-10 01:52:47","0x74de5d4fcbf63e00296fd95d33236b9794016631","0xd2e19501db0e0b5c6c6298bb361be5b392df10c5","3.45973712229165"
"0x450cc2cf04c0bf24c6bbde60e4e47308a471fe44eac80eedb15ea30493257059","12209297","1618019581","2021-04-10 01:53:01","0x01962144d41415cca072900fe87bbe2992a99f10","0x3694f114d4ff76972496ecbb684e9fb4d87be68e","0.0841393204013999"
"0x493b35d0a097b5ed05ee2dafa1cb37d3a60b79d21be2debea9887ec085bdd827","12209318","1618019963","2021-04-10 01:59:23","0x0093e5f2a850268c0ca3093c7ea53731296487eb","0x0ac471c44c85c35c121cfe2a7a44c6e7f15ed754","7.37236087"
"0x741a7536e72018ca0f58dda77fa0b1ce46be7b7547452b0f96bb340f94300988","12209319","1618019969","2021-04-10 01:59:29","0xa406fd07deebc37567473827fef9dc48427b737e","0x83f423a1b1b909a93c2f4960a3af866ed2a30b3a","2.17"
"0x2c2dd6965f86d6c617965f1a299c0a1eb4f32f98bd6b366134194b623b5081f7","12209324","1618020008","2021-04-10 02:00:08","0x01962144d41415cca072900fe87bbe2992a99f10","0x3f178bee1ea74f4a8242cd0278a57a80c1c10516","8.90260761311438"
"0xd75a84375aa9af231b2cab1228cbe3c256eab2e62a6d1a0f22c4b8d6152a5997","12209375","1618020638","2021-04-10 02:10:38","0x01962144d41415cca072900fe87bbe2992a99f10","0x74de5d4fcbf63e00296fd95d33236b9794016631","2.44912688255471"
"0xd75a84375aa9af231b2cab1228cbe3c256eab2e62a6d1a0f22c4b8d6152a5997","12209375","1618020638","2021-04-10 02:10:38","0x74de5d4fcbf63e00296fd95d33236b9794016631","0x576b262c5914771d8191679ca73f3507022eb493","2.44912688255471"
"0x2797ed081dbd63e7fb14375f30415061ebf2e594ee0f54544fa0e2b43be87fab","12209391","1618020874","2021-04-10 02:14:34","0x4a8842525c7b503041eecededb8048829cbc47f3","0x01962144d41415cca072900fe87bbe2992a99f10","26.7092856594721"
"0x82fc1175f6d67dc4bf333f72921b618b7ba5345fc7405c79ccae6555f3161ed2","12209391","1618020874","2021-04-10 02:14:34","0x01962144d41415cca072900fe87bbe2992a99f10","0x9921e9a435ee428fb8c000590a564d02ea16af4e","2.03"
"0xce99c538f3bdb1f8b86bbff28acc6cd305476d9fc929bb292433a9b688859687","12209391","1618020874","2021-04-10 02:14:34","0x4a8842525c7b503041eecededb8048829cbc47f3","0x01962144d41415cca072900fe87bbe2992a99f10","151.451042401983"
"0xfd43d243f499a92928b2bfef2f54d4a77c0aa5bc79b1cf65eaf962975d12f296","12209392","1618020878","2021-04-10 02:14:38","0x01962144d41415cca072900fe87bbe2992a99f10","0x4fd3f9811224bf5a87bbaf002a345560c2d98d76","19.15891037306"
"0x553a25db57744631e7c90d62af87644b88596aed6e0051412f2895cc2e40a050","12209395","1618020906","2021-04-10 02:15:06","0x01962144d41415cca072900fe87bbe2992a99f10","0x0000000000007f150bd6f54c40a34d7c3d5e9f56","7.62900696214905"
"0x553a25db57744631e7c90d62af87644b88596aed6e0051412f2895cc2e40a050","12209395","1618020906","2021-04-10 02:15:06","0x0000000000007f150bd6f54c40a34d7c3d5e9f56","0xb90d8c0c2ace705fad8ad7e447dcf3e858c20448","7.62900696215002"
"0x329389a7247008d8cbf06a754e49f510924eecde2ff173961cb8755466c9a8ca","12209413","1618021243","2021-04-10 02:20:43","0x01962144d41415cca072900fe87bbe2992a99f10","0x3f178bee1ea74f4a8242cd0278a57a80c1c10516","2.52774823027085"
"0x858bd40ba94db4bfd0a778dab4726073010a37c3a3d64f72b67715c132975b59","12209416","1618021274","2021-04-10 02:21:14","0x4a8842525c7b503041eecededb8048829cbc47f3","0x01962144d41415cca072900fe87bbe2992a99f10","28.0379107310631"
"0x09e8ad537c59afccf5b828a7286883c437cd4e97554fb7dbe148dc1d7e3c6137","12209421","1618021439","2021-04-10 02:23:59","0x4a9424a323796e021d2a32c2ed0baeded551d76e","0x01962144d41415cca072900fe87bbe2992a99f10","3"
"0x1dde1b8952d257c03e9e202b5ab4096551e449fc3bf2a6acbd9ace287c91aecc","12209454","1618021950","2021-04-10 02:32:30","0x01962144d41415cca072900fe87bbe2992a99f10","0x9cf9d606a6dee56978ede63fd5e459308e0f277c","0.504925712076183"
"0x9171403d560b40f99c866e8ca20d7b2d6206a97f7f4893b354e11d9875e0d6a2","12209456","1618021954","2021-04-10 02:32:34","0x01962144d41415cca072900fe87bbe2992a99f10","0x681694d348f45c9eca4e968cc4cdf996352970ac","3.5998677458839"
"0x16f18ef0658ae0d4d970c063c1cee084ae8057946b6b5af82cf3c6bc2d47bd34","12209473","1618022103","2021-04-10 02:35:03","0x01962144d41415cca072900fe87bbe2992a99f10","0x9cf9d606a6dee56978ede63fd5e459308e0f277c","0.521"
"0xf724058040bf4f1f0eb308a68738dbff52d73f9bb52fb4c0e7811efbe545529c","12209500","1618022472","2021-04-10 02:41:12","0x01962144d41415cca072900fe87bbe2992a99f10","0xf964f058ff6fd8cb19afe60617c7b70d85c26fb0","24.2002675604748"
"0x28731ed436a3c23f470c81068f89c3ce81c78e34620b9e6d1dee5c1ff8ee412a","12209501","1618022478","2021-04-10 02:41:18","0x01962144d41415cca072900fe87bbe2992a99f10","0xd6182936c141b6eab8331f86570d1c08271a6a2c","0.878571269580804"
"0xe9557bb628813e7cb9327e8dfdf26ec322dd58c99cccf89edaa579ba6785364a","12209525","1618022831","2021-04-10 02:47:11","0x01962144d41415cca072900fe87bbe2992a99f10","0x8efdfe3652e4888d1e8e0066f7f0d5cac1ab1a1e","10.860140564892"
"0x2c744fa5e771acf3dbe3ea4f34768840a1658602b8383475ecee5728e3b11943","12209541","1618022998","2021-04-10 02:49:58","0x4fd3f9811224bf5a87bbaf002a345560c2d98d76","0x8b4c31c7c606cf3c798967100a20fc9bc56f85ba","0.343610877021198"
"0x3cda1bf2b7d79d39c22ab02095babb8ca5f8dec6b0d9b99584ee909be7c317fd","12209571","1618023438","2021-04-10 02:57:18","0x01962144d41415cca072900fe87bbe2992a99f10","0x70e0026b0118b2fa2d20ea8592bd65c7325f5e09","1.11023805389845"
"0xe08dfa8c91bec6014c5a07bd7f9573c0a03351075b8bf4aa34c1c4de1e3c5297","12209583","1618023606","2021-04-10 03:00:06","0xd6182936c141b6eab8331f86570d1c08271a6a2c","0x01962144d41415cca072900fe87bbe2992a99f10","0.190509176231304"
"0x44447e88a0b03c9c7bda2ec34a71066fccde154a6329ce1057961be78c63646c","12209594","1618023747","2021-04-10 03:02:27","0x4fd3f9811224bf5a87bbaf002a345560c2d98d76","0x8b4c31c7c606cf3c798967100a20fc9bc56f85ba","0.342561607406158"
"0x1cd8598182a06d44de8daeca494c31979a509869dc36127cede22f70b5aaca6b","12209610","1618023959","2021-04-10 03:05:59","0x01962144d41415cca072900fe87bbe2992a99f10","0xf9822a4b943d1e9122ec73b782fc4a98562b08a3","3.35681499308328"
"0xa4578435259b509d68f59652be3d4e4f2cd2daf5996e6b67ecf20f904cbf5f3c","12209615","1618023986","2021-04-10 03:06:26","0xf9822a4b943d1e9122ec73b782fc4a98562b08a3","0x01962144d41415cca072900fe87bbe2992a99f10","3.35681499308328"
"0x521897e8096762a703480d122daab91cfbfaec45f3c6679041e1d8d7192ab967","12209636","1618024316","2021-04-10 03:11:56","0x5f1fe130a984e55e72cce29e77b963eb761088c2","0x01962144d41415cca072900fe87bbe2992a99f10","1"
"0xe0753c94c2ab87018f63a93362604a1c3581700c5467da44d57e7ecafccd452f","12209642","1618024370","2021-04-10 03:12:50","0x01962144d41415cca072900fe87bbe2992a99f10","0xf0c4d3f7480b5f8472c593f12e227135c5a52d03","1.3"
"0x273e58db59ab2bdf95f9f09c300d45aa0fe0c50f0416e423217d61bdbde7c58f","12209673","1618024743","2021-04-10 03:19:03","0xda3acd82436ed4845834904152d8c005ed4dfed3","0x01962144d41415cca072900fe87bbe2992a99f10","12.2621941148599"
"0x06798584c38c74e381d639830c820d2bd9f6b877efeef02aed73d923bdf63aa7","12209676","1618024782","2021-04-10 03:19:42","0x5f1fe130a984e55e72cce29e77b963eb761088c2","0x01962144d41415cca072900fe87bbe2992a99f10","1"
"0x5ee66c3f2f23b1079935ce19152d638524a59d6adf932572c23771a5a8a43410","12209676","1618024782","2021-04-10 03:19:42","0x722672b4c85b7771a5bf0caf474c94dbc8da34ae","0x01962144d41415cca072900fe87bbe2992a99f10","12.2371747833726"
"0x381715806d0dcfe31a7d33db25d5b03c90ebf5430adca977e06384a568fb0fa4","12209677","1618024788","2021-04-10 03:19:48","0x5f1fe130a984e55e72cce29e77b963eb761088c2","0x01962144d41415cca072900fe87bbe2992a99f10","1"
"0x6d57fcaf059751659b0123a6c2c3f3801c32dde4f5babd12d33eed5fc2da9aa4","12209700","1618025155","2021-04-10 03:25:55","0x01962144d41415cca072900fe87bbe2992a99f10","0xde83a94aff8202d681581ac666cc8252950e299b","5.06194759427149"
"0xa551f23a6decc8e8f5a25c7e10858dda4e343af7cfc813486d1a26f2ca44e20f","12209701","1618025172","2021-04-10 03:26:12","0x5f1fe130a984e55e72cce29e77b963eb761088c2","0x01962144d41415cca072900fe87bbe2992a99f10","1"
"0x6cbc12cf65823574a7240f34758c729f68141bf966f8a84ce83d1fda24f6c63f","12209716","1618025466","2021-04-10 03:31:06","0x01962144d41415cca072900fe87bbe2992a99f10","0x74de5d4fcbf63e00296fd95d33236b9794016631","1.40445654929653"
"0x6cbc12cf65823574a7240f34758c729f68141bf966f8a84ce83d1fda24f6c63f","12209716","1618025466","2021-04-10 03:31:06","0x74de5d4fcbf63e00296fd95d33236b9794016631","0x4c9f14182c3572770b094cde2d347b92f90963ee","1.40445654929653"
"0xde4661b4a64af8a20ccc42e4d831f8ebd5e0a4b5ac3cadbe5f52d8f2f0a5bfbb","12209726","1618025551","2021-04-10 03:32:31","0x01962144d41415cca072900fe87bbe2992a99f10","0x4e13af6086ec836621868bc3a3b57847e4ac5a4b","0.4"
"0xb9dc273bd1d3a41df8672da900e31823636a8cbc401863b47f01ca88e4fa79fa","12209744","1618025742","2021-04-10 03:35:42","0xf18831f9373d2926cd22605ef16e2d7557579407","0x74de5d4fcbf63e00296fd95d33236b9794016631","2.31087612923823"
"0xb9dc273bd1d3a41df8672da900e31823636a8cbc401863b47f01ca88e4fa79fa","12209744","1618025742","2021-04-10 03:35:42","0x74de5d4fcbf63e00296fd95d33236b9794016631","0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb","0.0202201661308345"
"0xb9dc273bd1d3a41df8672da900e31823636a8cbc401863b47f01ca88e4fa79fa","12209744","1618025742","2021-04-10 03:35:42","0x74de5d4fcbf63e00296fd95d33236b9794016631","0x01962144d41415cca072900fe87bbe2992a99f10","2.29065596310739"
"0x78f9fa010fba0debb08aeb626987c3602b563af33ff5f7e5f57a56f2a8281615","12209755","1618025871","2021-04-10 03:37:51","0x01962144d41415cca072900fe87bbe2992a99f10","0x8bfd3c3fc34f068c66796880756cc93ffdc6d080","18.8037031358306"
"0xb7677f8f0307730ce051a33fc4ac51c872844dfb6341e8b19e4190c4c6a2947a","12209756","1618025874","2021-04-10 03:37:54","0x4c9f14182c3572770b094cde2d347b92f90963ee","0x01962144d41415cca072900fe87bbe2992a99f10","1.39699488372447"
"0x819ace102443bc772d8f92dd37e3f7405f4ece9de53b6f705785275cd541e3d1","12209772","1618026034","2021-04-10 03:40:34","0x1452b1dcabe75e19287cbed0a261a6df627a3397","0x74de5d4fcbf63e00296fd95d33236b9794016631","6"
"0x819ace102443bc772d8f92dd37e3f7405f4ece9de53b6f705785275cd541e3d1","12209772","1618026034","2021-04-10 03:40:34","0x74de5d4fcbf63e00296fd95d33236b9794016631","0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb","0.0525"
"0x819ace102443bc772d8f92dd37e3f7405f4ece9de53b6f705785275cd541e3d1","12209772","1618026034","2021-04-10 03:40:34","0x74de5d4fcbf63e00296fd95d33236b9794016631","0x01962144d41415cca072900fe87bbe2992a99f10","5.9475"
"0xef2c00c0390e7010bf4fae0a1d7e57b01ed9e5fe91f8356784a1e58eb862ebff","12209793","1618026303","2021-04-10 03:45:03","0x01962144d41415cca072900fe87bbe2992a99f10","0x6f00392131c54c96f890f1ef61d6f566656d8a8d","9.35481294493955"
"0x242b442aa356cb956ce35653926c4b044081c4aec100f618cdf92058a7f329e4","12209813","1618026533","2021-04-10 03:48:53","0xf6a69e466d22f8b2ad8a85a1bf8f2176f3a846d9","0x01962144d41415cca072900fe87bbe2992a99f10","4.72102624770566"
"0x42481a2f787ab1cf427905ddb265dc214d12829de1bc1ed3557bd55596b6e6b5","12209849","1618027108","2021-04-10 03:58:28","0x01962144d41415cca072900fe87bbe2992a99f10","0x9621bb58536f5ca283b21a072d92e54fa040582b","1"
"0x8fbc41877740afcebe56c477f21837ee13c9b307feefeec819c8207702193637","12209882","1618027619","2021-04-10 04:06:59","0x01962144d41415cca072900fe87bbe2992a99f10","0xf7a18f0ad263538e2e9b30106f44a6d5a5c723e4","3.46498714056026"
"0xd8d3ff710c33ceaa37ea1b63136f94d425d322696fb534b7b0aa802ccfcc1375","12209899","1618027803","2021-04-10 04:10:03","0x01962144d41415cca072900fe87bbe2992a99f10","0xf7a18f0ad263538e2e9b30106f44a6d5a5c723e4","1.54"
"0xe043a2896994937f23b18aa2437ff361cbd682ea96ad54f160d7988308768dec","12209900","1618027826","2021-04-10 04:10:26","0x01962144d41415cca072900fe87bbe2992a99f10","0x9c36c92097018ea8957f566c27e37a1f20af15e6","2.89889887852327"
"0x47e34447fc4600260b943f0866c0eb16cf25f948642265acc5ce23dbbfc8a3df","12209916","1618028000","2021-04-10 04:13:20","0x01962144d41415cca072900fe87bbe2992a99f10","0xc70a658af633ef9bfd10e2a52e44ce85f9a3d84b","2.14182646227761"
"0x5aaf2ac66e12dee5f1edf841603e9612ef60a73e0f5fee30da713215c9039e6d","12209986","1618028794","2021-04-10 04:26:34","0x01962144d41415cca072900fe87bbe2992a99f10","0x8b4c31c7c606cf3c798967100a20fc9bc56f85ba","0.422982543590377"
"0xb4d8de2ad643810468ec731e0c1a070c6e88dd610123e20adb34c330e4dccb1c","12210026","1618029400","2021-04-10 04:36:40","0x01962144d41415cca072900fe87bbe2992a99f10","0xadaaf7764360aae385fb3a5924cf11aaf62f1928","1.00760578225331"
"0x141d1b3ab5878adfaa21a033f7f9a7703445b903c5d6b7df491734686195b07f","12210063","1618030024","2021-04-10 04:47:04","0x9621bb58536f5ca283b21a072d92e54fa040582b","0x01962144d41415cca072900fe87bbe2992a99f10","0.5"
"0xf0c27cbae964a40b2ec6b498068d59005016aeae9479930faebe6cb32611b94c","12210071","1618030106","2021-04-10 04:48:26","0x05f9927704f982b51a4888ff6e9e9309f1191baf","0x3f2e6c81095332a6031f2eefc0ced263d279ed48","1"
"0x5b17c08a4b976c7fd85fcde202be9e7c3863426893a39fd8f8b75e5083e66525","12210080","1618030255","2021-04-10 04:50:55","0x01962144d41415cca072900fe87bbe2992a99f10","0xb549e6cd740ab5a37f2d11af27b66df5c10f4bfa","0.0277069297756363"
"0x6053f4147163c90c33b042f89613ca485c18de2891a14213ae8a8fa766f88fb7","12210098","1618030618","2021-04-10 04:56:58","0x01962144d41415cca072900fe87bbe2992a99f10","0x8e930b27c6416e09066b49daa66e65077c7676f2","2"
"0xa240d8305dba823dbc70620cc0eccb73e67a5a91dada319936934efe2ed886b0","12210106","1618030670","2021-04-10 04:57:50","0x8e930b27c6416e09066b49daa66e65077c7676f2","0x83ca05de4419d4708b69de0a3fb5beebaac1a37d","2"
"0xe689e2941a8f7159fc767aaa00cfa623ab80d89d0ec56276de0e8699e93ee7d9","12210113","1618030792","2021-04-10 04:59:52","0x57077301f98a19fbc6c2bbf11e4e913ee6d7e0a9","0x01962144d41415cca072900fe87bbe2992a99f10","6.9826484215418"
"0x8d6eef9253c5d85147dc164000284f0508d34a09f5bf080889542fa51c8ba0d1","12210150","1618031246","2021-04-10 05:07:26","0x01962144d41415cca072900fe87bbe2992a99f10","0xdd1f74a9bc67a74d1c0d24f9d17ff942c2181776","2.76058690276862"
"0x5b9714f37224213f450cb29ecb79c6d2691025a44f434750fcd46cfde17cd9a5","12210151","1618031253","2021-04-10 05:07:33","0x6e2dd67b1e1719f32ff37538daa7d695f1e3672a","0xe5d2ec4028d1251424d6977125acf899948a9592","54"
